,Unnamed: 0,DOI,Journal,Type,Title,Publish_Time,Issue_Time,Co_Author,Author,Rank,Nationality,Abs_country,Abs_GPE,Abs_LOC,Nationality_clean,country_code,region_code,GPE,NORP,LOC,ORG,LANG
1011,1011,https://doi.org/10.1017/S000273160004871X,American Antiquity,Articles,cahokia$s boom and bust in the context of climate change,20 January 2017, July 2009,True,Larry V. Benson,First,United States of America,[],['Richland' 'Illinois' 'Richland'],['the Mississippi River' 'Monks Mound' 'Mississippi valley'],United States,US,NA,,,,,
1012,1012,https://doi.org/10.1017/S000273160004871X,American Antiquity,Articles,cahokia$s boom and bust in the context of climate change,20 January 2017, July 2009,True,Timothy R. Pauketat,Other,United States of America,[],['Richland' 'Illinois' 'Richland'],['the Mississippi River' 'Monks Mound' 'Mississippi valley'],United States,US,NA,,,,,
1013,1013,https://doi.org/10.1017/S000273160004871X,American Antiquity,Articles,cahokia$s boom and bust in the context of climate change,20 January 2017, July 2009,True,Edward R. Cook,Communication,United States of America,[],['Richland' 'Illinois' 'Richland'],['the Mississippi River' 'Monks Mound' 'Mississippi valley'],United States,US,NA,,,,,
1014,1014,https://doi.org/10.1017/S0002731600048575,American Antiquity,Articles,"change and continuity, practice and memory: native american persistence in colonial new england",20 January 2017, April 2009,False,Stephen W. Silliman,First,United States of America,[],['Connecticut'],['North America'],United States,US,NA,['new england'],['native american'],,,
1015,1015,https://doi.org/10.1017/S0002731600048587,American Antiquity,Articles,rethinking the ramey state: was cahokia the center of a theater state?,20 January 2017, April 2009,False,Julie Zimmermann Holt,First,United States of America,[],['Cahokia' 'Cahokia'],[],United States,US,NA,,,,,
1016,1016,https://doi.org/10.1017/S0002731600048599,American Antiquity,Articles,adaptive cycles of coastal hunter-gatherers,20 January 2017, April 2009,True,Victor D. Thompson,First,United States of America,['Georgia'],['Georgia' 'B.P.'],['Atlantic'],United States,US,NA,,,,,
1017,1017,https://doi.org/10.1017/S0002731600048599,American Antiquity,Articles,adaptive cycles of coastal hunter-gatherers,20 January 2017, April 2009,True,John A. Turck,Communication,United States of America,['Georgia'],['Georgia' 'B.P.'],['Atlantic'],United States,US,NA,,,,,
1018,1018,https://doi.org/10.1017/S000273160004748X,American Antiquity,Articles,in pursuit of mobile prey: martu hunting strategies and archaeofaunal interpretation,20 January 2017, January 2009,True,Douglas W. Bird,First,United States of America,['Australia'],['Australia'],['Western Desert'],United States,US,NA,['martu'],,,,
1019,1019,https://doi.org/10.1017/S000273160004748X,American Antiquity,Articles,in pursuit of mobile prey: martu hunting strategies and archaeofaunal interpretation,20 January 2017, January 2009,True,Rebecca Bliege Bird,Other,United States of America,['Australia'],['Australia'],['Western Desert'],United States,US,NA,['martu'],,,,
1020,1020,https://doi.org/10.1017/S000273160004748X,American Antiquity,Articles,in pursuit of mobile prey: martu hunting strategies and archaeofaunal interpretation,20 January 2017, January 2009,True,Brian F. Codding,Communication,United States of America,['Australia'],['Australia'],['Western Desert'],United States,US,NA,['martu'],,,,
1021,1021,https://doi.org/10.1017/S0002731600047491,American Antiquity,Articles,understanding household population through ceramic assemblage formation: ceramic ethnoarchaeology among the gamo of southwestern ethiopia,20 January 2017, January 2009,False,John W. Arthur,First,United States of America,['Ethiopia'],['Ethiopia' 'Zuza' 'Guyla'],[],United States,US,NA,['ethiopia'],,,,
1022,1022,https://doi.org/10.1017/S0002731600047508,American Antiquity,Articles,variation in ohio hopewell political economies,20 January 2017, January 2009,False,Matthew S. Coon,First,United States of America,[],['Ohio' 'Ohio'],['Middle Woodland'],United States,US,NA,['ohio'],,,,
1023,1023,https://doi.org/10.1017/S000273160004751X,American Antiquity,Articles,"hierarchy, communalism, and the spatial order of northwest coast plank houses: a comparative study",20 January 2017, January 2009,True,Gary Coupland,First,Canada,[],[],['the Northwest Coast' 'North America' 'Northwest Coast'],Canada,CA,NA,,,['northwest coast'],,
1024,1024,https://doi.org/10.1017/S000273160004751X,American Antiquity,Articles,"hierarchy, communalism, and the spatial order of northwest coast plank houses: a comparative study",20 January 2017, January 2009,True,Terence Clark,Other,Canada,[],[],['the Northwest Coast' 'North America' 'Northwest Coast'],Canada,CA,NA,,,['northwest coast'],,
1025,1025,https://doi.org/10.1017/S000273160004751X,American Antiquity,Articles,"hierarchy, communalism, and the spatial order of northwest coast plank houses: a comparative study",20 January 2017, January 2009,True,Amanda Palmer,Communication,Canada,[],[],['the Northwest Coast' 'North America' 'Northwest Coast'],Canada,CA,NA,,,['northwest coast'],,
1026,1026,https://doi.org/10.1017/S0002731600047314,American Antiquity,Articles,aboriginalism and the problems of indigenous archaeology,20 January 2017, October 2008,False,Robert McGhee,First,Canada,[],[],[],Canada,CA,NA,,,,,
1027,1027,https://doi.org/10.1017/S0002731600047326,American Antiquity,Articles,an interaction model for resource implement complexity based on risk and number of annual moves,20 January 2017, October 2008,False,Dwight Read,First,United States of America,['20'],[],[],United States,US,NA,,,,,
1028,1028,https://doi.org/10.1017/S000273160004734X,American Antiquity,Articles,the neolithic demographic transition in the u.s. southwest,20 January 2017, October 2008,True,Timothy A. Kohler,First,United States of America,['turkey'],['U.S.' 'B.C.' 'turkey' 'U.S.'],['Southwest' 'Southwest'],United States,US,NA,,,['the u.s. southwest'],,
1029,1029,https://doi.org/10.1017/S000273160004734X,American Antiquity,Articles,the neolithic demographic transition in the u.s. southwest,20 January 2017, October 2008,True,Matt Pier Glaude,Other,United States of America,['turkey'],['U.S.' 'B.C.' 'turkey' 'U.S.'],['Southwest' 'Southwest'],United States,US,NA,,,['the u.s. southwest'],,
1030,1030,https://doi.org/10.1017/S000273160004734X,American Antiquity,Articles,the neolithic demographic transition in the u.s. southwest,20 January 2017, October 2008,True,Jean-Pierre Bocquet-Appel,Other,France,['turkey'],['U.S.' 'B.C.' 'turkey' 'U.S.'],['Southwest' 'Southwest'],France,FR,EU,,,['the u.s. southwest'],,
1031,1031,https://doi.org/10.1017/S000273160004734X,American Antiquity,Articles,the neolithic demographic transition in the u.s. southwest,20 January 2017, October 2008,True,Brian M. Kemp,Communication,United States of America,['turkey'],['U.S.' 'B.C.' 'turkey' 'U.S.'],['Southwest' 'Southwest'],United States,US,NA,,,['the u.s. southwest'],,
1032,1032,https://doi.org/10.1017/S0002731600047338,American Antiquity,Articles,the cultural transmission of great basin projectile-point technology ii: an agent-based computer simulation,20 January 2017, October 2008,True,Alex Mesoudi,First,United Kingdom,[],['California' 'Nevada'],['Great Basin'],United Kingdom,GB,EU,,,['great basin'],,
1033,1033,https://doi.org/10.1017/S0002731600047338,American Antiquity,Articles,the cultural transmission of great basin projectile-point technology ii: an agent-based computer simulation,20 January 2017, October 2008,True,Michael J. O'Brien,Communication,United States of America,[],['California' 'Nevada'],['Great Basin'],United States,US,NA,,,['great basin'],,
1034,1034,https://doi.org/10.1017/S0002731600047351,American Antiquity,Articles,archaeological roots of human diversity in the new world: a compilation of accurate and precise radiocarbon ages from earliest sites,20 January 2017, October 2008,False,Michael K. Faught,First,United States of America,[],['B.P.' 'B.P.' 'Alaska'],['North and South America' 'Pleistocene'],United States,US,NA,,,,,
1035,1035,https://doi.org/10.1017/S0002731600046795,American Antiquity,Articles,"forest opening, habitat use, and food production on the cumberland plateau, kentucky: adaptive flexibility in marginal settings",20 January 2017, July 2008,True,Kristen J. Gremillion,First,United States of America,[],['Kentucky'],[],United States,US,NA,['kentucky'],,['the cumberland plateau'],,
1036,1036,https://doi.org/10.1017/S0002731600046795,American Antiquity,Articles,"forest opening, habitat use, and food production on the cumberland plateau, kentucky: adaptive flexibility in marginal settings",20 January 2017, July 2008,True,Jason Windingstad,Other,United States of America,[],['Kentucky'],[],United States,US,NA,['kentucky'],,['the cumberland plateau'],,
1037,1037,https://doi.org/10.1017/S0002731600046795,American Antiquity,Articles,"forest opening, habitat use, and food production on the cumberland plateau, kentucky: adaptive flexibility in marginal settings",20 January 2017, July 2008,True,Sarah C. Sherwood,Communication,United States of America,[],['Kentucky'],[],United States,US,NA,['kentucky'],,['the cumberland plateau'],,
1039,1039,https://doi.org/10.1017/S0002731600046813,American Antiquity,Articles,languages past and present: archaeological approaches to the appearance of northern iroquoian speakers in the lower great lakes region of north america,20 January 2017, July 2008,False,Scott W. J. Martin,First,Canada,[],['Ontario' 'Ontario'],['Northern Iroquoian'],Canada,CA,NA,,['iroquoian'],"['lower great lakes region', 'north america']",,
1040,1040,https://doi.org/10.1017/S0002731600046825,American Antiquity,Articles,spatial variability in the folsom archaeological record: a multi-scalar approach,20 January 2017, July 2008,True,Brian N. Andrews,First,United States of America,[],[],['Southwest'],United States,US,NA,,,,,
1041,1041,https://doi.org/10.1017/S0002731600046825,American Antiquity,Articles,spatial variability in the folsom archaeological record: a multi-scalar approach,20 January 2017, July 2008,True,Jason M. LaBelle,Other,United States of America,[],[],['Southwest'],United States,US,NA,,,,,
1042,1042,https://doi.org/10.1017/S0002731600046825,American Antiquity,Articles,spatial variability in the folsom archaeological record: a multi-scalar approach,20 January 2017, July 2008,True,John D. Seebach,Communication,United States of America,[],[],['Southwest'],United States,US,NA,,,,,
1043,1043,https://doi.org/10.1017/S0002731600042244,American Antiquity,Articles,harvest pressure and environmental carrying capacity: an ordinal-scale model of effects on ungulate prey,20 January 2017, April 2008,False,Steve Wolverton,First,United States of America,[],[],[],United States,US,NA,,,,,
1044,1044,https://doi.org/10.1017/S0002731600042256,American Antiquity,Articles,"land use, political complexity, and urbanism in mainland southeast asia",20 January 2017, April 2008,True,Lisa Kealhofer,First,United States of America,['Thailand' 'Thailand'],['Thailand' 'Thailand'],['Southeast Asia' 'north central' 'Southeast Asia'],United States,US,NA,,,['southeast asia'],,
1045,1045,https://doi.org/10.1017/S0002731600042256,American Antiquity,Articles,"land use, political complexity, and urbanism in mainland southeast asia",20 January 2017, April 2008,True,Peter Grave,Communication,Australia,['Thailand' 'Thailand'],['Thailand' 'Thailand'],['Southeast Asia' 'north central' 'Southeast Asia'],Australia,AU,OC,,,['southeast asia'],,
1046,1046,https://doi.org/10.1017/S0002731600042268,American Antiquity,Articles,the mexican connection and the far west of the u.s. southeast,20 January 2017, April 2008,True,Nancy Marie White,First,United States of America,['United States' 'Mexico' 'Mexico'],"['United States' 'Mesoamerica' 'Texas' 'Texas' 'Mexico' 'Texas' 'Mexico'
 'north Mexico' 'Texas']",['the Gulf of Mexico'],United States,US,NA,['u.s.'],['mexican'],['the far west'],,
1047,1047,https://doi.org/10.1017/S0002731600042268,American Antiquity,Articles,the mexican connection and the far west of the u.s. southeast,20 January 2017, April 2008,True,Richard A. Weinstein,Communication,United States of America,['United States' 'Mexico' 'Mexico'],"['United States' 'Mesoamerica' 'Texas' 'Texas' 'Mexico' 'Texas' 'Mexico'
 'north Mexico' 'Texas']",['the Gulf of Mexico'],United States,US,NA,['u.s.'],['mexican'],['the far west'],,
1048,1048,https://doi.org/10.1017/S0002731600041263,American Antiquity,Articles,the cultural transmission of great basin projectile-point technology i: an experimental simulation,20 January 2017, January 2008,True,Alex Mesoudi,First,United Kingdom,[],['Nevada' 'California'],[],United Kingdom,GB,EU,,,['great basin'],,
1049,1049,https://doi.org/10.1017/S0002731600041263,American Antiquity,Articles,the cultural transmission of great basin projectile-point technology i: an experimental simulation,20 January 2017, January 2008,True,Michael J. O'Brien,Communication,United States of America,[],['Nevada' 'California'],[],United States,US,NA,,,['great basin'],,
1050,1050,https://doi.org/10.1017/S0002731600041275,American Antiquity,Articles,history and process in village formation: context and contrasts from the northern southwest,20 January 2017, January 2008,True,Catherine M. Cameron,First,United States of America,[],"['Chaco' 'Chaco' 'San Juan' 'San Juan""s' 'Chaco']",[],United States,US,NA,,,,,
1051,1051,https://doi.org/10.1017/S0002731600041275,American Antiquity,Articles,history and process in village formation: context and contrasts from the northern southwest,20 January 2017, January 2008,True,Andrew I. Duff,Communication,United States of America,[],"['Chaco' 'Chaco' 'San Juan' 'San Juan""s' 'Chaco']",[],United States,US,NA,,,,,
1052,1052,https://doi.org/10.1017/S0002731600041287,American Antiquity,Articles,"evolution of a late prehistoric winter village on the interior plateau of british columbia: geophysical investigations, radiocarbon dating, and spatial analysis of the bridge river site",20 January 2017, January 2008,True,Anna Marie Prentiss,First,United States of America,[],['British Columbia' 'B.P.'],[],United States,US,NA,,,['british columbia'],,
1053,1053,https://doi.org/10.1017/S0002731600041287,American Antiquity,Articles,"evolution of a late prehistoric winter village on the interior plateau of british columbia: geophysical investigations, radiocarbon dating, and spatial analysis of the bridge river site",20 January 2017, January 2008,True,Guy Cross,Other,Canada,[],['British Columbia' 'B.P.'],[],Canada,CA,NA,,,['british columbia'],,
1054,1054,https://doi.org/10.1017/S0002731600041287,American Antiquity,Articles,"evolution of a late prehistoric winter village on the interior plateau of british columbia: geophysical investigations, radiocarbon dating, and spatial analysis of the bridge river site",20 January 2017, January 2008,True,Thomas A. Foor,Other,United States of America,[],['British Columbia' 'B.P.'],[],United States,US,NA,,,['british columbia'],,
1055,1055,https://doi.org/10.1017/S0002731600041287,American Antiquity,Articles,"evolution of a late prehistoric winter village on the interior plateau of british columbia: geophysical investigations, radiocarbon dating, and spatial analysis of the bridge river site",20 January 2017, January 2008,True,Mathew Hogan,Other,United States of America,[],['British Columbia' 'B.P.'],[],United States,US,NA,,,['british columbia'],,
1056,1056,https://doi.org/10.1017/S0002731600041287,American Antiquity,Articles,"evolution of a late prehistoric winter village on the interior plateau of british columbia: geophysical investigations, radiocarbon dating, and spatial analysis of the bridge river site",20 January 2017, January 2008,True,Dirk Markle,Other,United States of America,[],['British Columbia' 'B.P.'],[],United States,US,NA,,,['british columbia'],,
1057,1057,https://doi.org/10.1017/S0002731600041287,American Antiquity,Articles,"evolution of a late prehistoric winter village on the interior plateau of british columbia: geophysical investigations, radiocarbon dating, and spatial analysis of the bridge river site",20 January 2017, January 2008,True,David S. Clarke,Communication,United States of America,[],['British Columbia' 'B.P.'],[],United States,US,NA,,,['british columbia'],,
1058,1058,https://doi.org/10.2307/25470436,American Antiquity,Articles,inference to the best explanation: a common and effective form of archaeological reasoning,20 January 2017, October 2007,False,Lars Fogelin,First,United States of America,[],[],[],United States,US,NA,,,,,
1059,1059,https://doi.org/10.2307/25470437,American Antiquity,Articles,migration and social structure among the hopewell: evidence from ancient dna,20 January 2017, October 2007,True,Deborah A. Bolnick,First,United States of America,[],['Illinois' 'Ohio' 'Illinois'],[],United States,US,NA,,,,,
1060,1060,https://doi.org/10.2307/25470437,American Antiquity,Articles,migration and social structure among the hopewell: evidence from ancient dna,20 January 2017, October 2007,True,David Glenn Smith,Communication,United States of America,[],['Illinois' 'Ohio' 'Illinois'],[],United States,US,NA,,,,,
1061,1061,https://doi.org/10.2307/40035853,American Antiquity,Articles,a unified evolutionary model of archaeological style and function based on the price equation,20 January 2017, July 2007,False,P. Jeffrey Brantingham,First,United States of America,[],[],[],United States,US,NA,,,,,
1062,1062,https://doi.org/10.2307/40035854,American Antiquity,Articles,a moveable feast: variation in faunal resource use among central and western north american paleoindian sites,20 January 2017, July 2007,False,Matthew E. Hill  Jr.,First,United States of America,['60'],['Rolling Hills'],['North America'],United States,US,NA,,['north american'],,,
1063,1063,https://doi.org/10.2307/40035855,American Antiquity,Articles,single component sites with long sequences of radiocarbon dates: the sunwatch site and middle fort ancient village growth,20 January 2017, July 2007,False,Robert A. Cook,First,United States of America,[],[],[],United States,US,NA,,,,,
1064,1064,https://doi.org/10.2307/40035856,American Antiquity,Articles,ballcourts and ceramics: the case for hohokam marketplaces in the arizona desert,20 January 2017, July 2007,True,David R. Abbott,First,United States of America,[],['Arizona' 'Phoenix'],['Salt River'],United States,US,NA,,,['the arizona desert'],,
1065,1065,https://doi.org/10.2307/40035856,American Antiquity,Articles,ballcourts and ceramics: the case for hohokam marketplaces in the arizona desert,20 January 2017, July 2007,True, Alexa M. Smith,Other,United States of America,[],['Arizona' 'Phoenix'],['Salt River'],United States,US,NA,,,['the arizona desert'],,
1066,1066,https://doi.org/10.2307/40035856,American Antiquity,Articles,ballcourts and ceramics: the case for hohokam marketplaces in the arizona desert,20 January 2017, July 2007,True,Emiliano Gallaga,Communication,Mexico,[],['Arizona' 'Phoenix'],['Salt River'],Mexico,MX,NA,,,['the arizona desert'],,
1067,1067,https://doi.org/10.2307/40035857,American Antiquity,Articles,"gender, technology, and evolution: cultural inheritance theory and prehistoric potters in valencia, spain",20 January 2017, July 2007,False,Sarah B. McClure,First,United States of America,['Spain'],['Valencia' 'Spain'],[],United States,US,NA,"['valencia', 'spain']",,,,
1068,1068,https://doi.org/10.2307/40035858,American Antiquity,Articles,"""formed from the earth at that place"": the material side of community at poverty point",20 January 2017, July 2007,False,Jon L. Gibson,First,United States of America,[],['B.P.'],[],United States,US,NA,,,,,
1069,1069,https://doi.org/10.2307/40035811,American Antiquity,Articles,credit where credit is due: the history of the chumash oceangoing plank canoe,20 January 2017, April 2007,False,Jeanne E. Arnold,First,United States of America,[],['California'],[],United States,US,NA,,,,,
1070,1070,https://doi.org/10.2307/40035812,American Antiquity,Articles,performing the feast: visual display and suprahousehold commensalism in the puebloan southwest,20 January 2017, April 2007,False,Barbara J. Mills,First,United States of America,[],['Arizona'],['Southwest' 'Mogollon Rim' 'Ancestral Pueblo'],United States,US,NA,,['puebloan'],,,
1071,1071,https://doi.org/10.2307/40035813,American Antiquity,Articles,empirical bayesian methods for archaeological survey data: an application from the mesa verde region,20 January 2017, April 2007,True,Scott G. Ortman,First,United States of America,[],['Colorado'],[],United States,US,NA,['mesa verde'],['bayesian'],,,
1072,1072,https://doi.org/10.2307/40035813,American Antiquity,Articles,empirical bayesian methods for archaeological survey data: an application from the mesa verde region,20 January 2017, April 2007,True, Mark D. Varien,Other,United States of America,[],['Colorado'],[],United States,US,NA,['mesa verde'],['bayesian'],,,
1073,1073,https://doi.org/10.2307/40035813,American Antiquity,Articles,empirical bayesian methods for archaeological survey data: an application from the mesa verde region,20 January 2017, April 2007,True,T. Lee Gripp,Communication,United States of America,[],['Colorado'],[],United States,US,NA,['mesa verde'],['bayesian'],,,
1074,1074,https://doi.org/10.2307/40035814,American Antiquity,Articles,historical ecology in the mesa verde region: results from the village ecodynamics project,20 January 2017, April 2007,True,Mark D. Varien,First,United States of America,[],[],[],United States,US,NA,,,['the mesa verde region'],['the village ecodynamics project'],
1075,1075,https://doi.org/10.2307/40035814,American Antiquity,Articles,historical ecology in the mesa verde region: results from the village ecodynamics project,20 January 2017, April 2007,True, Scott G. Ortman,Other,United States of America,[],[],[],United States,US,NA,,,['the mesa verde region'],['the village ecodynamics project'],
1077,1077,https://doi.org/10.2307/40035814,American Antiquity,Articles,historical ecology in the mesa verde region: results from the village ecodynamics project,20 January 2017, April 2007,True, Donna M. Glowacki,Other,United States of America,[],[],[],United States,US,NA,,,['the mesa verde region'],['the village ecodynamics project'],
1078,1078,https://doi.org/10.2307/40035814,American Antiquity,Articles,historical ecology in the mesa verde region: results from the village ecodynamics project,20 January 2017, April 2007,True,C. David Johnson,Communication,United States of America,[],[],[],United States,US,NA,,,['the mesa verde region'],['the village ecodynamics project'],
1079,1079,https://doi.org/10.2307/40035296,American Antiquity,Articles,deerskins and domesticates: creek subsistence and economic strategies in the historic period,20 January 2017, January 2007,False,Barnet Pavao-Zuckerman,First,United States of America,[],[],[],United States,US,NA,,,,,
1080,1080,https://doi.org/10.2307/40035297,American Antiquity,Articles,palynological evidence of the effects of the deerskin trade on forest fires during the eighteenth century in southeastern north america,20 January 2017, January 2007,True,H. Thomas Foster II,First,United States of America,['Georgia'],['Georgia' 'Alabama'],['North America'],United States,US,NA,,,['southeastern north america'],,
1081,1081,https://doi.org/10.2307/40035297,American Antiquity,Articles,palynological evidence of the effects of the deerskin trade on forest fires during the eighteenth century in southeastern north america,20 January 2017, January 2007,True,Arthur D. Cohen,Communication,United States of America,['Georgia'],['Georgia' 'Alabama'],['North America'],United States,US,NA,,,['southeastern north america'],,
1082,1082,https://doi.org/10.2307/40035298,American Antiquity,Articles,re-representing african pasts through historical archaeology,20 January 2017, January 2007,True,Peter R. Schmidt,First,United States of America,[],['Great Zimbabwe' 'Kalahari'],['Africa' 'Africa' 'the Swahili Coast'],United States,US,NA,,['african'],,,
1083,1083,https://doi.org/10.2307/40035298,American Antiquity,Articles,re-representing african pasts through historical archaeology,20 January 2017, January 2007,True,Jonathan R. Walz,Communication,United States of America,[],['Great Zimbabwe' 'Kalahari'],['Africa' 'Africa' 'the Swahili Coast'],United States,US,NA,,['african'],,,
1084,1084,https://doi.org/10.2307/40035299,American Antiquity,Articles,"the evolution of a caddo community in northeastern texas: the oak hill village site (41rk214), rusk county, texas",20 January 2017, January 2007,True,Timothy K. Perttula,First,United States of America,[],['Texas' 'Caddo'],[],United States,US,NA,"['texas', 'oak hill', 'rusk county', 'texas']",,,,
1085,1085,https://doi.org/10.2307/40035299,American Antiquity,Articles,"the evolution of a caddo community in northeastern texas: the oak hill village site (41rk214), rusk county, texas",20 January 2017, January 2007,True,Robert Rogers,Communication,United States of America,[],['Texas' 'Caddo'],[],United States,US,NA,"['texas', 'oak hill', 'rusk county', 'texas']",,,,
1086,1086,https://doi.org/10.2307/40035300,American Antiquity,Articles,women and men in warfare and migration: implications of gender imbalance in the grasshopper region of arizona,20 January 2017, January 2007,False,Julia C. Lowell,First,United States of America,[],['Grasshopper' 'Arizona'],[],United States,US,NA,['arizona'],,,,
1087,1087,https://doi.org/10.2307/40035301,American Antiquity,Articles,"clay, conflict, and village aggregation: compositional analyses of pre-classic pottery from taos, new mexico",20 January 2017, January 2007,True,Severin M. Fowles,First,United States of America,[],['New Mexico'],['the Taos District'],United States,US,NA,"['taos', 'new mexico']",,,,
1088,1088,https://doi.org/10.2307/40035301,American Antiquity,Articles,"clay, conflict, and village aggregation: compositional analyses of pre-classic pottery from taos, new mexico",20 January 2017, January 2007,True, Leah Minc,Other,United States of America,[],['New Mexico'],['the Taos District'],United States,US,NA,"['taos', 'new mexico']",,,,
1089,1089,https://doi.org/10.2307/40035301,American Antiquity,Articles,"clay, conflict, and village aggregation: compositional analyses of pre-classic pottery from taos, new mexico",20 January 2017, January 2007,True, Samuel Duwe,Other,United States of America,[],['New Mexico'],['the Taos District'],United States,US,NA,"['taos', 'new mexico']",,,,
1090,1090,https://doi.org/10.2307/40035301,American Antiquity,Articles,"clay, conflict, and village aggregation: compositional analyses of pre-classic pottery from taos, new mexico",20 January 2017, January 2007,True,David V. Hill,Communication,United States of America,[],['New Mexico'],['the Taos District'],United States,US,NA,"['taos', 'new mexico']",,,,
1091,1091,https://doi.org/10.2307/40035302,American Antiquity,Articles,biface reduction and the measurement of dalton curation: a southeastern united states case study,20 January 2017, January 2007,True,Michael J. Shott,First,United States of America,[],['Arkansas' 'Ballenger' 'Oklahoma' 'Oklahoma' 'Arkansas'],[],United States,US,NA,,,['southeastern united states'],,
1092,1092,https://doi.org/10.2307/40035302,American Antiquity,Articles,biface reduction and the measurement of dalton curation: a southeastern united states case study,20 January 2017, January 2007,True,Jesse A. M. Ballenger,Communication,United States of America,[],['Arkansas' 'Ballenger' 'Oklahoma' 'Oklahoma' 'Arkansas'],[],United States,US,NA,,,['southeastern united states'],,
1093,1093,https://doi.org/10.2307/40035303,American Antiquity,Articles,retouched notches at combe grenal (france) and the reduction hypothesis,20 January 2017, January 2007,True,Peter Hiscock,First,Australia,['France'],['France' 'Holdaway'],['Middle Paleolithic'],Australia,AU,OC,['france'],,,['combe grenal'],
1094,1094,https://doi.org/10.2307/40035303,American Antiquity,Articles,retouched notches at combe grenal (france) and the reduction hypothesis,20 January 2017, January 2007,True,Chris Clarkson,Communication,Australia,['France'],['France' 'Holdaway'],['Middle Paleolithic'],Australia,AU,OC,['france'],,,['combe grenal'],
1096,1096,https://doi.org/10.2307/40035881,American Antiquity,Articles,"too little, too late? the radiocarbon chronology of alaska and the peopling of the new world",20 January 2017, October 2006,False,Michael R. Bever,First,United States of America,[],['Alaska' 'Alaska' 'Nenana' 'Alaska'],['Old' 'Americas' 'Americas'],United States,US,NA,,,"['alaska', 'the new world']",,
1097,1097,https://doi.org/10.2307/40035882,American Antiquity,Articles,style and resistance in the seventeenth century salinas province,20 January 2017, October 2006,True,Katherine A. Spielmann,First,United States of America,[],['New Mexico'],['the Salinas Pueblo region'],United States,US,NA,['salinas province'],,,,
1098,1098,https://doi.org/10.2307/40035882,American Antiquity,Articles,style and resistance in the seventeenth century salinas province,20 January 2017, October 2006,True, Jeannette L. Mobley-Tanaka,Other,United States of America,[],['New Mexico'],['the Salinas Pueblo region'],United States,US,NA,['salinas province'],,,,
1099,1099,https://doi.org/10.2307/40035882,American Antiquity,Articles,style and resistance in the seventeenth century salinas province,20 January 2017, October 2006,True,James M. Potter,Communication,United States of America,[],['New Mexico'],['the Salinas Pueblo region'],United States,US,NA,['salinas province'],,,,
1100,1100,https://doi.org/10.2307/40035883,American Antiquity,Articles,lidar for archaeological landscape analysis: a case study of two eighteenth-century maryland plantation sites,20 January 2017, October 2006,True,James M. Harmon,First,United States of America,[],[],[],United States,US,NA,,,['maryland'],,
1101,1101,https://doi.org/10.2307/40035883,American Antiquity,Articles,lidar for archaeological landscape analysis: a case study of two eighteenth-century maryland plantation sites,20 January 2017, October 2006,True, Mark P. Leone,Other,United States of America,[],[],[],United States,US,NA,,,['maryland'],,
1102,1102,https://doi.org/10.2307/40035883,American Antiquity,Articles,lidar for archaeological landscape analysis: a case study of two eighteenth-century maryland plantation sites,20 January 2017, October 2006,True, Stephen D. Prince,Other,United States of America,[],[],[],United States,US,NA,,,['maryland'],,
1103,1103,https://doi.org/10.2307/40035883,American Antiquity,Articles,lidar for archaeological landscape analysis: a case study of two eighteenth-century maryland plantation sites,20 January 2017, October 2006,True,Marcia Snyder,Communication,United States of America,[],[],[],United States,US,NA,,,['maryland'],,
1104,1104,https://doi.org/10.2307/40035884,American Antiquity,Articles,"rock fortifications: archaeological insights into precontact warfare and sociopolitical organization among the stó:lō of the lower fraser river canyon, b.c.",20 January 2017, October 2006,False,David M. Schaepe,First,Canada,[],['British Columbia'],"['the Gulf of' 'Fraser River Canyon' 'the Northwest Coast'
 'the Gulf of Georgia Region' 'the Northwest Coast']",Canada,CA,NA,['b.c'],,['the lower fraser river canyon'],,
1105,1105,https://doi.org/10.2307/40035885,American Antiquity,Articles,"fields of power: upland farming in the prehispanic casas grandes polity, chihuahua, mexico",20 January 2017, October 2006,True,Paul E. Minnis,First,United States of America,[],['Chihuahua'],[],United States,US,NA,"['casas grandes polity', 'chihuahua', 'mexico']",['prehispanic'],,,
1106,1106,https://doi.org/10.2307/40035885,American Antiquity,Articles,"fields of power: upland farming in the prehispanic casas grandes polity, chihuahua, mexico",20 January 2017, October 2006,True, Michael E. Whalen,Other,United States of America,[],['Chihuahua'],[],United States,US,NA,"['casas grandes polity', 'chihuahua', 'mexico']",['prehispanic'],,,
1107,1107,https://doi.org/10.2307/40035885,American Antiquity,Articles,"fields of power: upland farming in the prehispanic casas grandes polity, chihuahua, mexico",20 January 2017, October 2006,True,R. Emerson Howell,Communication,United States of America,[],['Chihuahua'],[],United States,US,NA,"['casas grandes polity', 'chihuahua', 'mexico']",['prehispanic'],,,
1108,1108,https://doi.org/10.2307/40035886,American Antiquity,Articles,detection functions for archaeological survey,20 January 2017, October 2006,True,E. B. Banning,First,Canada,[],[],[],Canada,CA,NA,,,,,
1109,1109,https://doi.org/10.2307/40035886,American Antiquity,Articles,detection functions for archaeological survey,20 January 2017, October 2006,True, A. L. Hawkins,Other,Canada,[],[],[],Canada,CA,NA,,,,,
1110,1110,https://doi.org/10.2307/40035886,American Antiquity,Articles,detection functions for archaeological survey,20 January 2017, October 2006,True,S. T. Stewart,Communication,Canada,[],[],[],Canada,CA,NA,,,,,
